Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testGetValidator,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testHasValidator,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetDefaultValidator1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetDefaultValidator2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetValidatorLC,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetValidatorLen1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetValidatorLen35,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetValidatorLen7,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSorted,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSorted,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testValid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testBrokenInetAddresses,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testInetAddressesByClass,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testInetAddressesFromTheWild,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 472
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testReservedInetAddresses,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testValidator419,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testValidator445,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerRangeMinMax,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testIntegerValidatorMethods,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-validator,org.apache.commons.validator.routines,IntegerValidatorTest,testMinMaxValues,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testConversionErrors,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testInvalid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 21
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testInvalidISBN10Format,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testInvalidISBN13Format,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testIsValidISBN10,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testIsValidISBN13,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testNull,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testValidateISBN10,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testValidateISBN10Convert,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-validator,org.apache.commons.validator.routines,ISBNValidatorTest,testValidateISBN13,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-validator,org.apache.commons.validator.routines,ISINValidatorTest,testInvalidTrue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,ISSNValidatorTest,testConversionErrors,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,ISSNValidatorTest,testIsValidExtract,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,ISSNValidatorTest,testIsValidISSNConvert,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,ISSNValidatorTest,testIsValidISSNConvertSuffix,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-validator,org.apache.commons.validator.routines,ISSNValidatorTest,testValidCheckDigitEan13,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongRangeMinMax,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,LongValidatorTest,testLongValidatorMethods,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-validator,org.apache.commons.validator.routines,PercentValidatorTest,testFormatType,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,PercentValidatorTest,testInvalid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-validator,org.apache.commons.validator.routines,PercentValidatorTest,testValid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testExceptions,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testGetPatterns,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testMissingRegex,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testMissingRegex,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testMultipleInsensitive,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testMultipleSensitive,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testNullValue,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testSingle,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-validator,org.apache.commons.validator.routines,RegexValidatorTest,testToString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,ShortValidatorTest,testShortRangeMinMax,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-validator,org.apache.commons.validator.routines,ShortValidatorTest,testShortValidatorMethods,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testCompare,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testFormat,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testLocaleInvalid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testLocaleValid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testPatternInvalid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testPatternValid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,TimeValidatorTest,testTimeZone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 30
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testFragments,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testIsValid,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator235,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator248,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator276,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 14
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator283,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator288,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator290,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 32
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator309,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator339,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator339IDN,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator342,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator353,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator363,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator375,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator380,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator411,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator420,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator467,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator473Part1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator473Part2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines,UrlValidatorTest,testValidator473Part3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines.checkdigit,AbstractCheckDigitTest,testCalculateInvalid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines.checkdigit,AbstractCheckDigitTest,testCalculateInvalid,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
commons-validator,org.apache.commons.validator.routines.checkdigit,AbstractCheckDigitTest,testCalculateInvalid,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
commons-validator,org.apache.commons.validator.routines.checkdigit,AbstractCheckDigitTest,testCalculateValid,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines.checkdigit,AbstractCheckDigitTest,testCalculateValid,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
commons-validator,org.apache.commons.validator.routines.checkdigit,AbstractCheckDigitTest,testIsValidFalse,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines.checkdigit,AbstractCheckDigitTest,testMissingCode,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-validator,org.apache.commons.validator.routines.checkdigit,AbstractCheckDigitTest,testMissingCode,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
commons-validator,org.apache.commons.validator.routines.checkdigit,AbstractCheckDigitTest,testSerialization,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines.checkdigit,AbstractCheckDigitTest,testSerialization,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
commons-validator,org.apache.commons.validator.routines.checkdigit,AbstractCheckDigitTest,testZeroSum,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.routines.checkdigit,AbstractCheckDigitTest,testZeroSum,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigitTest,testOther,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigitTest,testOther,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigitTest,testZeroSum,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-validator,org.apache.commons.validator.routines.checkdigit,IBANCheckDigitTest,testZeroSum,Empty test,The tool detected the smell in this test method because the test is empty.
commons-validator,org.apache.commons.validator.routines.checkdigit,ISBNCheckDigitTest,testInvalidLength,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-validator,org.apache.commons.validator.routines.checkdigit,ISBNCheckDigitTest,testInvalidLength,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
commons-validator,org.apache.commons.validator.routines.checkdigit,VerhoeffCheckDigitTest,testZeroSum,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-validator,org.apache.commons.validator.routines.checkdigit,VerhoeffCheckDigitTest,testZeroSum,Empty test,The tool detected the smell in this test method because the test is empty.
commons-validator,org.apache.commons.validator.util,FlagsTest,testClone,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-validator,org.apache.commons.validator.util,FlagsTest,testClone,Empty test,The tool detected the smell in this test method because the test is empty.
commons-validator,org.apache.commons.validator.util,FlagsTest,testEqualsObject,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-validator,org.apache.commons.validator.util,FlagsTest,testEqualsObject,Empty test,The tool detected the smell in this test method because the test is empty.
commons-validator,org.apache.commons.validator.util,FlagsTest,testIsOnOff,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-validator,org.apache.commons.validator.util,FlagsTest,testToString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.util,FlagsTest,testTurnOff,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-validator,org.apache.commons.validator.util,FlagsTest,testTurnOff,Empty test,The tool detected the smell in this test method because the test is empty.
commons-validator,org.apache.commons.validator.util,FlagsTest,testTurnOnOff,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-validator,org.apache.commons.validator.util,FlagsTest,testTurnOnOff,Empty test,The tool detected the smell in this test method because the test is empty.
